index,time_s,x_px,y_px,radius_px,found,mm_per_px,x_mm,y_mm,frame_file
64,10.666667,895.000,555.878,188.446,1,0.124704,-2.120,-0.893,frame12_0065.jpg
65,10.833333,899.000,572.049,190.967,1,0.123058,-1.600,1.109,frame12_0066.jpg
66,11.000000,890.000,567.976,190.610,1,0.123289,-2.712,0.609,frame12_0067.jpg
67,11.166667,871.000,554.293,188.633,1,0.124581,-5.108,-1.090,frame12_0068.jpg
68,11.333333,853.000,547.276,187.314,1,0.125458,-7.402,-1.977,frame12_0069.jpg
69,11.500000,843.000,551.794,188.541,1,0.124642,-8.600,-1.401,frame12_0070.jpg
70,11.666667,834.500,552.851,192.929,1,0.121807,-9.440,-1.241,frame12_0071.jpg
71,11.833333,833.500,553.250,193.756,1,0.121287,-9.521,-1.187,frame12_0072.jpg
72,12.000000,843.000,554.355,190.837,1,0.123142,-8.497,-1.069,frame12_0073.jpg
73,12.166667,860.500,555.829,188.203,1,0.124865,-6.431,-0.900,frame12_0074.jpg
74,12.333333,875.000,562.846,186.938,1,0.125710,-4.651,-0.024,frame12_0075.jpg
75,12.500000,882.000,566.738,188.933,1,0.124383,-3.731,0.460,frame12_0076.jpg
76,12.666667,886.500,568.369,189.325,1,0.124125,-3.165,0.662,frame12_0077.jpg
77,12.833333,886.500,566.116,188.445,1,0.124704,-3.180,0.384,frame12_0078.jpg
78,13.000000,889.000,558.396,188.117,1,0.124922,-2.873,-0.580,frame12_0079.jpg
79,13.166667,894.500,559.180,186.606,1,0.125934,-2.204,-0.486,frame12_0080.jpg
80,13.333333,903.000,562.122,185.703,1,0.126546,-1.139,-0.116,frame12_0081.jpg
81,13.500000,901.000,561.505,188.002,1,0.124998,-1.375,-0.192,frame12_0082.jpg
82,13.666667,897.000,558.563,189.753,1,0.123845,-1.858,-0.554,frame12_0083.jpg
83,13.833333,889.500,553.146,190.421,1,0.123411,-2.777,-1.221,frame12_0084.jpg
84,14.000000,887.500,551.976,190.287,1,0.123498,-3.026,-1.366,frame12_0085.jpg
85,14.166667,900.500,549.354,190.341,1,0.123462,-1.420,-1.690,frame12_0086.jpg
86,14.333333,905.000,556.640,189.544,1,0.123982,-0.868,-0.793,frame12_0087.jpg
87,14.500000,892.000,563.459,189.551,1,0.123977,-2.480,0.052,frame12_0088.jpg
88,14.666667,881.000,557.322,188.990,1,0.124345,-3.855,-0.711,frame12_0089.jpg
89,14.833333,877.500,549.256,188.344,1,0.124772,-4.305,-1.720,frame12_0090.jpg
90,15.000000,883.000,552.104,188.818,1,0.124459,-3.609,-1.361,frame12_0091.jpg
91,15.166667,900.000,561.110,188.924,1,0.124389,-1.493,-0.240,frame12_0092.jpg
92,15.333333,917.000,564.669,189.243,1,0.124179,0.621,0.203,frame12_0093.jpg
93,15.500000,918.500,564.405,189.130,1,0.124253,0.808,0.170,frame12_0094.jpg
94,15.666667,908.000,561.683,187.861,1,0.125093,-0.500,-0.170,frame12_0095.jpg
95,15.833333,890.500,558.662,186.449,1,0.126040,-2.710,-0.552,frame12_0096.jpg
96,16.000000,883.500,560.079,185.875,1,0.126429,-3.603,-0.374,frame12_0097.jpg
97,16.166667,884.000,565.663,187.208,1,0.125529,-3.515,0.330,frame12_0098.jpg
98,16.333333,891.500,567.320,187.521,1,0.125319,-2.569,0.537,frame12_0099.jpg
99,16.500000,896.500,559.759,183.832,1,0.127834,-1.981,-0.419,frame12_0100.jpg
100,16.666667,897.500,556.055,184.684,1,0.127244,-1.845,-0.889,frame12_0101.jpg
101,16.833333,906.000,559.652,185.930,1,0.126391,-0.758,-0.428,frame12_0102.jpg
102,17.000000,913.500,562.119,187.819,1,0.125121,0.188,-0.115,frame12_0103.jpg
103,17.166667,917.500,557.463,187.429,1,0.125381,0.690,-0.699,frame12_0104.jpg
104,17.333333,906.000,555.459,187.665,1,0.125223,-0.751,-0.949,frame12_0105.jpg
105,17.500000,894.500,555.506,187.906,1,0.125063,-2.189,-0.942,frame12_0106.jpg
106,17.666667,883.000,556.657,188.377,1,0.124750,-3.618,-0.796,frame12_0107.jpg
107,17.833333,879.000,555.837,189.622,1,0.123931,-4.090,-0.892,frame12_0108.jpg
108,18.000000,877.500,551.076,189.952,1,0.123715,-4.268,-1.480,frame12_0109.jpg
109,18.166667,886.500,552.619,190.858,1,0.123128,-3.140,-1.283,frame12_0110.jpg
110,18.333333,889.500,558.280,189.683,1,0.123891,-2.788,-0.589,frame12_0111.jpg
111,18.500000,895.500,559.274,189.481,1,0.124023,-2.046,-0.467,frame12_0112.jpg
112,18.666667,895.000,552.049,188.326,1,0.124784,-2.121,-1.371,frame12_0113.jpg
113,18.833333,894.000,548.683,188.074,1,0.124951,-2.249,-1.794,frame12_0114.jpg
114,19.000000,891.500,560.244,189.308,1,0.124136,-2.545,-0.347,frame12_0115.jpg
115,19.166667,893.500,563.518,188.566,1,0.124625,-2.306,0.060,frame12_0116.jpg
116,19.333333,900.500,553.841,189.286,1,0.124151,-1.428,-1.142,frame12_0117.jpg
117,19.500000,906.000,552.610,188.392,1,0.124740,-0.748,-1.301,frame12_0118.jpg
118,19.666667,908.500,557.021,186.654,1,0.125901,-0.441,-0.758,frame12_0119.jpg
119,19.833333,909.500,559.595,183.401,1,0.128135,-0.320,-0.441,frame12_0120.jpg
120,20.000000,907.000,560.642,184.544,1,0.127341,-0.637,-0.305,frame12_0121.jpg
121,20.166667,905.000,563.433,185.257,1,0.126851,-0.888,0.050,frame12_0122.jpg
122,20.333333,909.000,560.616,183.988,1,0.127726,-0.383,-0.309,frame12_0123.jpg
123,20.500000,919.000,550.500,183.525,1,0.128048,0.896,-1.605,frame12_0124.jpg
124,20.666667,915.500,562.595,185.026,1,0.127009,0.445,-0.056,frame12_0125.jpg
125,20.833333,901.500,568.884,187.625,1,0.125250,-1.315,0.732,frame12_0126.jpg
126,21.000000,887.000,561.684,187.254,1,0.125498,-3.137,-0.170,frame12_0127.jpg
127,21.166667,887.500,553.101,186.103,1,0.126274,-3.094,-1.255,frame12_0128.jpg
128,21.333333,891.500,560.573,184.891,1,0.127102,-2.606,-0.313,frame12_0129.jpg
129,21.500000,902.500,570.552,189.018,1,0.124326,-1.181,0.934,frame12_0130.jpg
130,21.666667,906.000,566.512,187.821,1,0.125119,-0.751,0.435,frame12_0131.jpg
131,21.833333,897.500,553.271,189.205,1,0.124204,-1.801,-1.213,frame12_0132.jpg
132,22.000000,892.000,549.017,189.321,1,0.124128,-2.483,-1.740,frame12_0133.jpg
133,22.166667,892.500,556.457,189.983,1,0.123695,-2.412,-0.814,frame12_0134.jpg
134,22.333333,897.000,563.634,189.414,1,0.124067,-1.861,0.074,frame12_0135.jpg
135,22.500000,891.500,559.409,189.974,1,0.123701,-2.536,-0.449,frame12_0136.jpg
136,22.666667,880.500,556.710,188.620,1,0.124589,-3.925,-0.788,frame12_0137.jpg
137,22.833333,879.000,555.232,187.853,1,0.125098,-4.128,-0.977,frame12_0138.jpg
138,23.000000,887.500,557.485,188.566,1,0.124625,-3.053,-0.692,frame12_0139.jpg
139,23.166667,896.000,560.171,189.065,1,0.124296,-1.989,-0.356,frame12_0140.jpg
140,23.333333,901.000,553.506,190.967,1,0.123058,-1.354,-1.173,frame12_0141.jpg
141,23.500000,908.000,547.901,191.315,1,0.122834,-0.491,-1.859,frame12_0142.jpg
142,23.666667,915.500,551.204,191.481,1,0.122728,0.430,-1.452,frame12_0143.jpg
143,23.833333,904.500,568.341,191.332,1,0.122823,-0.921,0.651,frame12_0144.jpg
144,24.000000,880.500,567.854,190.371,1,0.123443,-3.888,0.594,frame12_0145.jpg
145,24.166667,857.500,549.607,185.035,1,0.127003,-6.922,-1.706,frame12_0146.jpg
146,24.333333,843.057,545.915,186.580,1,0.125951,-8.683,-2.157,frame12_0147.jpg
147,24.500000,842.644,556.693,192.659,1,0.121977,-8.460,-0.774,frame12_0148.jpg
148,24.666667,841.670,558.122,193.937,1,0.121173,-8.522,-0.596,frame12_0149.jpg
149,24.833333,843.957,554.130,189.350,1,0.124109,-8.445,-1.106,frame12_0150.jpg
150,25.000000,859.000,546.145,188.789,1,0.124478,-6.597,-2.103,frame12_0151.jpg
151,25.166667,874.000,551.413,190.484,1,0.123370,-4.688,-1.434,frame12_0152.jpg
152,25.333333,884.500,563.738,190.915,1,0.123092,-3.385,0.086,frame12_0153.jpg
153,25.500000,882.500,559.622,189.804,1,0.123812,-3.652,-0.423,frame12_0154.jpg
154,25.666667,878.500,557.671,187.260,1,0.125494,-4.204,-0.674,frame12_0155.jpg
155,25.833333,882.500,552.698,186.975,1,0.125685,-3.708,-1.300,frame12_0156.jpg
156,26.000000,886.500,551.857,186.636,1,0.125914,-3.211,-1.408,frame12_0157.jpg
157,26.166667,894.500,561.424,186.562,1,0.125964,-2.204,-0.203,frame12_0158.jpg
158,26.333333,907.500,566.268,187.690,1,0.125206,-0.563,0.404,frame12_0159.jpg
159,26.500000,909.500,565.162,187.284,1,0.125478,-0.314,0.266,frame12_0160.jpg
160,26.666667,903.500,556.442,184.360,1,0.127468,-1.083,-0.841,frame12_0161.jpg
161,26.833333,898.000,552.927,183.402,1,0.128134,-1.794,-1.296,frame12_0162.jpg
162,27.000000,897.500,547.268,186.119,1,0.126263,-1.831,-1.991,frame12_0163.jpg
163,27.166667,906.500,547.576,189.282,1,0.124153,-0.683,-1.920,frame12_0164.jpg
164,27.333333,920.000,563.639,191.310,1,0.122837,0.983,0.074,frame12_0165.jpg
165,27.500000,925.500,573.527,191.627,1,0.122634,1.656,1.286,frame12_0166.jpg
166,27.666667,912.500,561.838,185.039,1,0.127000,0.064,-0.152,frame12_0167.jpg
167,27.833333,897.500,536.710,182.025,1,0.129103,-1.872,-3.399,frame12_0168.jpg
168,28.000000,895.500,533.619,180.517,1,0.130182,-2.148,-3.830,frame12_0169.jpg
169,28.166667,898.000,557.831,181.300,1,0.129619,-1.815,-0.675,frame12_0170.jpg
170,28.333333,910.000,567.122,184.816,1,0.127154,-0.254,0.519,frame12_0171.jpg
171,28.500000,907.000,563.081,182.563,1,0.128723,-0.644,0.005,frame12_0172.jpg
172,28.666667,888.500,552.155,186.906,1,0.125732,-2.955,-1.368,frame12_0173.jpg
173,28.833333,869.500,556.817,189.110,1,0.124266,-5.281,-0.773,frame12_0174.jpg
174,29.000000,864.500,565.814,192.565,1,0.122037,-5.797,0.339,frame12_0175.jpg
175,29.166667,869.000,564.736,190.466,1,0.123382,-5.305,0.210,frame12_0176.jpg
176,29.333333,873.500,546.168,187.563,1,0.125291,-4.824,-2.114,frame12_0177.jpg
177,29.500000,870.500,540.409,189.493,1,0.124015,-5.147,-2.806,frame12_0178.jpg
178,29.666667,880.500,559.896,188.983,1,0.124350,-3.917,-0.391,frame12_0179.jpg
179,29.833333,890.000,569.537,190.777,1,0.123180,-2.710,0.800,frame12_0180.jpg
180,30.000000,896.000,559.127,189.899,1,0.123750,-1.980,-0.484,frame12_0181.jpg
181,30.166667,896.000,552.127,186.668,1,0.125892,-2.014,-1.374,frame12_0182.jpg
182,30.333333,892.000,547.000,186.593,1,0.125942,-2.519,-2.020,frame12_0183.jpg
183,30.500000,884.500,556.055,188.017,1,0.124989,-3.437,-0.873,frame12_0184.jpg
184,30.666667,887.000,559.691,190.052,1,0.123651,-3.091,-0.414,frame12_0185.jpg
185,30.833333,890.000,559.037,190.573,1,0.123313,-2.713,-0.493,frame12_0186.jpg
186,31.000000,890.500,557.482,190.919,1,0.123089,-2.646,-0.684,frame12_0187.jpg
187,31.166667,889.500,557.485,188.566,1,0.124625,-2.804,-0.692,frame12_0188.jpg
188,31.333333,890.500,550.991,188.953,1,0.124370,-2.674,-1.498,frame12_0189.jpg
189,31.500000,888.500,553.591,189.493,1,0.124015,-2.914,-1.172,frame12_0190.jpg
190,31.666667,892.000,560.111,189.717,1,0.123869,-2.477,-0.363,frame12_0191.jpg
191,31.833333,904.000,565.768,187.759,1,0.125161,-1.001,0.342,frame12_0192.jpg
192,32.000000,910.500,559.692,189.146,1,0.124242,-0.186,-0.416,frame12_0193.jpg
193,32.166667,904.500,553.695,188.301,1,0.124800,-0.936,-1.166,frame12_0194.jpg
194,32.333333,905.000,548.425,188.803,1,0.124468,-0.871,-1.819,frame12_0195.jpg
195,32.500000,900.000,557.427,188.324,1,0.124785,-1.497,-0.700,frame12_0196.jpg
196,32.666667,903.500,558.143,186.299,1,0.126141,-1.072,-0.617,frame12_0197.jpg
197,32.833333,904.500,557.030,190.102,1,0.123618,-0.927,-0.743,frame12_0198.jpg
198,33.000000,904.000,551.098,190.205,1,0.123551,-0.988,-1.475,frame12_0199.jpg
199,33.166667,896.500,554.317,190.583,1,0.123306,-1.911,-1.075,frame12_0200.jpg
200,33.333333,895.000,566.389,187.916,1,0.125056,-2.126,0.419,frame12_0201.jpg
201,33.500000,898.000,563.444,186.464,1,0.126029,-1.764,0.051,frame12_0202.jpg
202,33.666667,899.000,556.194,184.296,1,0.127512,-1.658,-0.873,frame12_0203.jpg
203,33.833333,906.000,557.188,184.560,1,0.127330,-0.764,-0.745,frame12_0204.jpg
204,34.000000,922.500,559.729,186.159,1,0.126236,1.325,-0.418,frame12_0205.jpg
205,34.166667,930.500,562.064,186.049,1,0.126311,2.337,-0.123,frame12_0206.jpg
206,34.333333,923.000,565.599,185.382,1,0.126765,1.394,0.325,frame12_0207.jpg
207,34.500000,900.500,552.890,184.713,1,0.127224,-1.463,-1.291,frame12_0208.jpg
208,34.666667,890.500,547.000,185.414,1,0.126744,-2.725,-2.033,frame12_0209.jpg
209,34.833333,879.500,554.869,187.321,1,0.125453,-4.077,-1.025,frame12_0210.jpg
210,35.000000,876.500,566.515,190.074,1,0.123636,-4.389,0.430,frame12_0211.jpg
211,35.166667,881.000,568.114,190.506,1,0.123356,-3.824,0.626,frame12_0212.jpg
212,35.333333,888.000,559.005,187.624,1,0.125251,-3.006,-0.505,frame12_0213.jpg
213,35.500000,896.500,554.957,187.802,1,0.125132,-1.940,-1.011,frame12_0214.jpg
214,35.666667,903.500,559.409,189.974,1,0.123701,-1.051,-0.449,frame12_0215.jpg
215,35.833333,910.500,565.616,189.470,1,0.124030,-0.186,0.320,frame12_0216.jpg
216,36.000000,908.500,566.634,188.047,1,0.124969,-0.437,0.449,frame12_0217.jpg
217,36.166667,899.500,555.034,185.542,1,0.126656,-1.583,-1.014,frame12_0218.jpg
218,36.333333,898.000,547.252,183.583,1,0.128008,-1.792,-2.021,frame12_0219.jpg
219,36.500000,903.000,555.401,184.962,1,0.127053,-1.143,-0.970,frame12_0220.jpg
220,36.666667,916.500,566.707,184.203,1,0.127577,0.574,0.468,frame12_0221.jpg
221,36.833333,916.500,568.238,185.535,1,0.126661,0.570,0.659,frame12_0222.jpg
222,37.000000,909.000,559.050,183.569,1,0.128017,-0.384,-0.511,frame12_0223.jpg
223,37.166667,892.000,546.000,183.371,1,0.128155,-2.563,-2.184,frame12_0224.jpg
224,37.333333,889.500,548.601,185.914,1,0.126403,-2.844,-1.825,frame12_0225.jpg
225,37.500000,897.500,567.808,187.148,1,0.125569,-1.821,0.599,frame12_0226.jpg
226,37.666667,907.000,571.817,189.771,1,0.123834,-0.619,1.087,frame12_0227.jpg
227,37.833333,909.500,560.896,187.583,1,0.125278,-0.313,-0.268,frame12_0228.jpg
228,38.000000,896.000,553.517,185.486,1,0.126694,-2.027,-1.206,frame12_0229.jpg
229,38.166667,890.500,549.470,187.143,1,0.125573,-2.700,-1.704,frame12_0230.jpg
230,38.333333,899.000,558.012,186.693,1,0.125875,-1.636,-0.633,frame12_0231.jpg
231,38.500000,897.000,568.402,188.316,1,0.124790,-1.872,0.669,frame12_0232.jpg
232,38.666667,894.500,562.274,187.087,1,0.125610,-2.198,-0.096,frame12_0233.jpg
233,38.833333,892.000,550.927,188.214,1,0.124858,-2.497,-1.512,frame12_0234.jpg
234,39.000000,891.000,552.671,188.884,1,0.124415,-2.613,-1.290,frame12_0235.jpg
235,39.166667,897.000,569.537,188.777,1,0.124485,-1.867,0.809,frame12_0236.jpg
236,39.333333,897.500,568.549,187.879,1,0.125080,-1.814,0.689,frame12_0237.jpg
237,39.500000,903.500,552.890,184.713,1,0.127224,-1.081,-1.291,frame12_0238.jpg
238,39.666667,904.500,546.177,187.080,1,0.125615,-0.942,-2.118,frame12_0239.jpg
239,39.833333,918.500,557.582,187.908,1,0.125061,0.813,-0.682,frame12_0240.jpg
240,40.000000,927.500,571.146,190.603,1,0.123293,1.911,1.000,frame12_0241.jpg
241,40.166667,915.000,572.183,189.503,1,0.124009,0.372,1.134,frame12_0242.jpg
242,40.333333,885.000,554.367,187.464,1,0.125357,-3.385,-1.087,frame12_0243.jpg
243,40.500000,859.000,547.000,186.118,1,0.126264,-6.692,-2.025,frame12_0244.jpg
244,40.666667,853.500,557.939,189.367,1,0.124097,-7.260,-0.633,frame12_0245.jpg
245,40.833333,865.500,563.555,190.422,1,0.123410,-5.739,0.064,frame12_0246.jpg
246,41.000000,873.000,554.029,182.964,1,0.128440,-5.009,-1.157,frame12_0247.jpg
247,41.166667,873.000,545.951,185.195,1,0.126893,-4.949,-2.168,frame12_0248.jpg
248,41.333333,867.500,562.119,188.430,1,0.124715,-5.550,-0.115,frame12_0249.jpg
249,41.500000,862.500,567.213,194.851,1,0.120605,-5.970,0.504,frame12_0250.jpg
250,41.666667,863.500,560.491,188.508,1,0.124663,-6.046,-0.318,frame12_0251.jpg
251,41.833333,862.000,544.732,188.590,1,0.124609,-6.230,-2.281,frame12_0252.jpg
252,42.000000,860.000,547.000,190.032,1,0.123664,-6.431,-1.983,frame12_0253.jpg
253,42.166667,861.500,558.280,189.683,1,0.123891,-6.256,-0.589,frame12_0254.jpg
254,42.333333,862.500,563.357,191.209,1,0.122902,-6.084,0.039,frame12_0255.jpg
255,42.500000,861.000,560.520,189.392,1,0.124081,-6.328,-0.312,frame12_0256.jpg
256,42.666667,859.500,553.271,189.205,1,0.124204,-6.521,-1.213,frame12_0257.jpg
257,42.833333,862.000,549.648,190.356,1,0.123453,-6.173,-1.653,frame12_0258.jpg
258,43.000000,868.500,552.351,191.081,1,0.122985,-5.350,-1.314,frame12_0259.jpg
259,43.166667,873.000,565.282,190.690,1,0.123236,-4.806,0.277,frame12_0260.jpg
260,43.333333,875.000,561.169,187.065,1,0.125625,-4.648,-0.235,frame12_0261.jpg
261,43.500000,881.000,546.457,186.597,1,0.125940,-3.904,-2.088,frame12_0262.jpg
262,43.666667,886.000,544.226,187.643,1,0.125238,-3.256,-2.356,frame12_0263.jpg
263,43.833333,898.500,555.735,190.572,1,0.123313,-1.665,-0.901,frame12_0264.jpg
264,44.000000,909.000,566.098,190.068,1,0.123640,-0.371,0.378,frame12_0265.jpg
265,44.166667,905.500,562.451,190.024,1,0.123669,-0.804,-0.073,frame12_0266.jpg
266,44.333333,898.000,555.232,187.853,1,0.125098,-1.751,-0.977,frame12_0267.jpg
267,44.500000,891.500,550.567,187.219,1,0.125521,-2.573,-1.565,frame12_0268.jpg
268,44.666667,898.500,551.966,187.595,1,0.125270,-1.691,-1.387,frame12_0269.jpg
269,44.833333,905.500,562.470,188.153,1,0.124898,-0.812,-0.071,frame12_0270.jpg
270,45.000000,907.500,565.979,188.551,1,0.124635,-0.561,0.366,frame12_0271.jpg
271,45.166667,909.000,553.346,187.773,1,0.125151,-0.375,-1.213,frame12_0272.jpg
272,45.333333,894.500,553.271,189.205,1,0.124204,-2.174,-1.213,frame12_0273.jpg
273,45.500000,882.000,556.550,187.893,1,0.125071,-3.752,-0.811,frame12_0274.jpg
274,45.666667,883.000,565.274,187.510,1,0.125327,-3.634,0.280,frame12_0275.jpg
275,45.833333,892.500,562.119,188.430,1,0.124715,-2.432,-0.115,frame12_0276.jpg
276,46.000000,904.000,553.416,188.260,1,0.124828,-0.999,-1.201,frame12_0277.jpg
277,46.166667,916.500,552.890,188.428,1,0.124716,0.561,-1.266,frame12_0278.jpg
278,46.333333,922.000,555.090,188.531,1,0.124648,1.246,-0.991,frame12_0279.jpg
279,46.500000,918.000,554.683,187.753,1,0.125165,0.751,-1.046,frame12_0280.jpg
280,46.666667,902.000,555.232,187.853,1,0.125098,-1.251,-0.977,frame12_0281.jpg
281,46.833333,885.500,559.549,186.306,1,0.126137,-3.343,-0.440,frame12_0282.jpg
282,47.000000,882.500,562.902,186.588,1,0.125946,-3.715,-0.017,frame12_0283.jpg
283,47.166667,894.000,564.378,185.114,1,0.126949,-2.285,0.170,frame12_0284.jpg
284,47.333333,905.000,560.634,187.494,1,0.125337,-0.877,-0.301,frame12_0285.jpg
285,47.500000,908.000,555.780,187.960,1,0.125026,-0.500,-0.907,frame12_0286.jpg
286,47.666667,909.000,553.585,187.572,1,0.125285,-0.376,-1.184,frame12_0287.jpg
287,47.833333,894.500,553.070,187.734,1,0.125177,-2.191,-1.248,frame12_0288.jpg
288,48.000000,891.000,559.585,187.154,1,0.125565,-2.637,-0.434,frame12_0289.jpg
289,48.166667,897.500,565.189,186.636,1,0.125913,-1.826,0.271,frame12_0290.jpg
290,48.333333,907.500,560.573,186.651,1,0.125904,-0.567,-0.310,frame12_0291.jpg
291,48.500000,915.500,553.622,187.814,1,0.125124,0.438,-1.178,frame12_0292.jpg
292,48.666667,915.000,557.404,187.192,1,0.125540,0.377,-0.707,frame12_0293.jpg
293,48.833333,910.000,556.532,185.659,1,0.126576,-0.253,-0.824,frame12_0294.jpg
294,49.000000,893.000,552.995,185.404,1,0.126751,-2.408,-1.273,frame12_0295.jpg
295,49.166667,890.500,558.662,186.449,1,0.126040,-2.710,-0.552,frame12_0296.jpg
296,49.333333,895.500,568.457,187.949,1,0.125034,-2.063,0.678,frame12_0297.jpg
297,49.500000,905.500,568.799,187.039,1,0.125642,-0.817,0.724,frame12_0298.jpg
